danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,time_signature,emotion
0.44,0.609,2,-8.824,1,0.0358,0.0715,0,0.582,0.364,165.156,03v6sgKUUFliGse1h04ecC,4,love
0.231,0.0322,11,-22.637,1,0.0409,0.965,0,0.118,0.16,75.601,76uvt4jX5MgSaOa2XahlaC,4,love
0.371,0.0884,3,-18.251,1,0.0376,0.856,0,0.101,0.158,87.441,3xXrF1nomzDLLMngfZNmKw,4,love
0.794,0.188,0,-11.957,1,0.0523,0.601,0,0.637,0.64,93.967,18uwL0vNUanqZH0ro2QcOP,4,love
0.508,0.325,2,-11.627,1,0.037,0.96,0.00259,0.188,0.274,92.187,62wdQ5CInFr7cjISqrr46f,4,love
0.786,0.485,1,-13.012,1,0.321,0.352,0.00467,0.0424,0.96,72.842,1haHZa75ytryLGUOtHiGl5,4,love
0.706,0.0856,11,-14.898,1,0.0437,0.982,0.000344,0.106,0.184,131.355,6oqlWkAUCqBXjvorIRSm54,4,love
0.679,0.579,0,-7.03,0,0.327,0.15,0,0.0953,0.482,76.348,2q8X0AA5YHDu0GelavXvUU,4,love
0.761,0.404,1,-11.977,1,0.0641,0.293,0.00105,0.0559,0.509,124.524,2dnPoLlcwJFtFm1pps3Bm0,4,love
0.685,0.777,1,-4.654,0,0.063,0.353,0,0.329,0.417,95.049,27zrFrtUtWl2urlvjOn5xc,4,love
0.302,0.414,2,-8.16,1,0.0319,0.0575,0,0.0861,0.105,110.508,1iWHabUgUuuKLBa0TzTHfk,4,love
0.635,0.647,5,-5.865,1,0.0351,0.192,0,0.154,0.203,104.054,6LtPIXlIzPOTF8vTecYjRe,4,love
0.416,0.305,5,-10.333,1,0.0323,0.966,0.00284,0.209,0.228,125.159,5aEyXFVYBlbUKOfQHuYEQ4,4,love
0.716,0.818,7,-7.456,1,0.0256,0.154,0.000806,0.236,0.817,103.668,75CgD6l7K4qMzZrn4CbZqz,4,love
0.73,0.802,5,-4.828,1,0.0485,0.244,0,0.205,0.792,123.945,3Fs5PAuGDSeQ9iA3FY38kT,4,love
0.577,0.445,7,-9.181,1,0.0374,0.816,3.63e-05,0.0992,0.494,151.648,0n7IgjDUih3y01LLzB4MpD,4,love
0.799,0.432,5,-6.873,1,0.123,0.468,0,0.0835,0.71,92.028,4xCnbriVshXMhDhjBvQROZ,4,love
0.539,0.597,3,-6.767,0,0.0383,0.282,0.000783,0.0931,0.331,93.965,6uqNbztBnSFddH0e4ur9rI,4,love
0.439,0.603,0,-6.213,1,0.083,0.524,0.0128,0.112,0.363,200.083,6c14PL4z50pRfwHxtNktK8,4,love
0.603,0.937,6,-2.988,1,0.0447,0.00726,5.59e-06,0.105,0.771,108.987,17AtR2mHWKdDXCPUFydJKL,4,love
0.695,0.941,5,-2.478,1,0.055,0.0717,0.609,0.103,0.315,125.998,1d7rzjEBkx0cRrLCjAID06,4,love
0.813,0.699,7,-8.656,1,0.0458,0.0251,0.0135,0.0527,0.732,117.548,3ibAzRj9JnowdoLkyllk3n,4,love
0.379,0.343,10,-12.993,1,0.0385,0.806,0,0.104,0.694,184.301,4Hbj7GnBASAS6dUmsIMD6q,4,love
0.426,0.295,5,-8.337,1,0.0764,0.637,0,0.0941,0.355,174.379,3ujyLkOjxjuxQT4mlDKug2,3,love
0.586,0.86,2,-5.025,0,0.0437,0.641,0,0.268,0.665,149.968,6YgqRJRUkekXVwN8hRK2Zo,4,love
0.548,0.339,7,-9.049,0,0.0285,0.12,0.000375,0.103,0.404,111.314,2gmmIuIxvLRgFy87qvOhFw,4,love
0.59,0.476,1,-12.784,0,0.0294,0.756,0.208,0.106,0.6,68.161,3FZp9Dzst1a9cnVJuxxtvH,4,love
0.611,0.379,11,-7.183,0,0.027,0.471,4.63e-05,0.0969,0.249,78.98,4aiH9ws4bDWlgLISFxzRQQ,4,love
0.461,0.673,1,-6.144,1,0.0383,0.0292,0,0.0821,0.242,110.108,4gOKl65mwqty8RGiokhv3h,4,love
0.626,0.863,0,-4.862,1,0.0295,0.102,0,0.154,0.56,133.843,7kJXjcl5lk7g7fNQAVVpkl,4,love
0.149,0.206,3,-13.888,1,0.0323,0.822,0.000649,0.115,0.264,79.764,6l8EbYRtQMgKOyc1gcDHF9,4,love
0.745,0.613,11,-5.368,0,0.0427,0.226,0,0.0664,0.542,91.997,0lhZsFfTpITnjK5q8lrDLR,4,love
0.679,0.629,9,-8.572,0,0.0489,0.0276,0.0183,0.122,0.331,129.997,7dDQnJz2Yj2j9xcbNvKcat,4,love
0.372,0.415,0,-13.571,0,0.0529,0.64,0,0.146,0.329,76.201,2pLHothSnqaZ0tHjoRgxXR,4,love
0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,1HNkqx9Ahdgi1Ixy2xkKkL,4,love
0.422,0.518,10,-6.108,0,0.0859,0.768,0,0.358,0.563,140.817,7EAkXA5TvfYOYE9EzE3mtc,4,love
0.649,0.531,4,-8.335,1,0.0363,0.457,0,0.249,0.488,78.946,2aBxt229cbLDOvtL7Xbb9x,4,love
0.548,0.839,6,-2.371,1,0.0644,0.135,0,0.102,0.314,98.932,4QVS8YCpK71R4FsxSMCjhP,4,love
0.367,0.0452,9,-27.545,0,0.0528,0.99,0.919,0.0845,0.151,91.278,3lSnADuflQah2WBZwRvcUc,4,love
0.463,0.198,4,-11.003,1,0.0387,0.915,0,0.106,0.369,123.63,5Nbe9vDQ1YJdreVIlhZEpP,4,love
0.198,0.0874,2,-22.209,1,0.041,0.99,0.846,0.0822,0.0394,79.432,7pybYes0otz2eFjVuZcfKv,4,love
0.568,0.501,1,-11.034,0,0.199,0.337,0,0.105,0.281,104.148,7tXg04VkD12vYu3eT7xuNc,4,love
0.59,0.748,4,-4.448,0,0.249,0.000957,2.19e-05,0.0552,0.831,105.114,3r6WBXYZ3pmKgFPj7Thccf,4,love
0.781,0.328,5,-12.397,0,0.188,0.552,5.6e-05,0.102,0.341,84.984,18cpPSDE7Htu2fZT9j5Q0K,4,love
0.667,0.548,9,-7.802,1,0.0262,0.744,0.0122,0.0946,0.29,112.549,390AWnOn2rfe9FzQjYmxIH,4,love
0.393,0.365,5,-9.918,0,0.0857,0.708,0,0.116,0.294,90.064,4yGXZOO0im1NZgImpprQcy,4,love
0.552,0.65,1,-7.199,1,0.128,0.422,0.000275,0.372,0.316,167.788,3xaugmCyXrVkrDTXbFkMW3,4,love
0.494,0.0644,7,-19.065,1,0.0409,0.888,0,0.112,0.0958,115.089,2Um1CzJYNjxvNZZWHiMXtA,4,love
0.601,0.404,10,-12.329,1,0.0335,0.683,0.0324,0.176,0.475,86.075,4e7VQBe9Ei0lw0KSlXma9O,4,love
0.617,0.642,7,-7.737,1,0.029,0.204,0.00111,0.169,0.498,139.96,46VS7qXcSD8PQs4ZXzvHbV,4,love
0.515,0.908,8,-4.632,1,0.0368,0.0158,1.88e-05,0.412,0.637,150.031,4du0TY3NTgvQGlelrBHfDL,4,love
0.29,0.00509,11,-28.657,1,0.0397,0.993,0.947,0.0796,0.108,66.517,16kgdmPNxzDr4LsnitiHh4,4,love
0.359,0.17,4,-10.915,1,0.0308,0.91,0.000238,0.11,0.178,137.062,3tsrOkDmaJg60XJMkEmYpp,3,love
0.418,0.452,1,-13.099,1,0.0356,0.638,0.00026,0.0959,0.168,175.088,54b8qPFqYqIndfdxiLApea,4,love
0.576,0.738,0,-7.798,1,0.0288,0.00659,0.00205,0.249,0.833,96.518,7ul6jaoMmhoH9K63TB192D,4,love
0.488,0.637,10,-7.63,1,0.0401,0.265,0,0.106,0.23,88.872,1KTLLe980WR4RLKg74Ud6e,4,love
0.614,0.466,1,-9.881,1,0.0327,0.314,0,0.099,0.178,119.916,1NOeZ7ZIVKMebuza26rofd,4,love
0.705,0.347,9,-6.516,1,0.0502,0.456,0.000796,0.0515,0.535,72.916,3uToAb7I6e9l6iYPVeEv3H,4,love
0.484,0.417,4,-8.956,0,0.0326,0.832,0.000199,0.0723,0.156,117.895,6SRzKq8y1qHT2aSKphQ03C,4,love
0.49,0.715,7,-5.549,1,0.0476,0.386,0,0.311,0.866,130.726,4DRBaZ760gyk7LWnaJFqsJ,4,love
0.672,0.877,1,-4.566,1,0.0369,0.000671,0,0.307,0.795,136.93,1RTcvQFSS9hTJC1wSoWpXm,4,love
0.458,0.137,8,-14.083,1,0.0355,0.882,0,0.15,0.437,80.824,6hYvw3LLTViP2mT4MpDNmT,4,love
0.369,0.341,8,-11.081,1,0.0313,0.613,0,0.172,0.16,77.463,5ThiUPua10AAKXwEdd6j46,4,love
0.374,0.47,7,-5.696,0,0.035,0.588,0,0.155,0.426,161.495,6WAoKqfh8CAqTbjiLkM4q1,4,love
0.146,0.0238,8,-25.983,1,0.0389,0.967,0.957,0.107,0.0398,72.39,4uew5SER845c4iNj4sl8jG,4,love
0.689,0.668,1,-2.409,1,0.0378,0.0401,0.342,0.217,0.136,119.997,5gwYL2m4aXUbFobayNUkll,4,love
0.363,0.205,5,-9.301,1,0.0271,0.916,1.6e-06,0.105,0.18,82.932,1Udy17gjGeZPNdmmcLjl7L,4,love
0.469,0.871,8,-5.18,0,0.0728,0.0816,3.66e-05,0.118,0.138,141.882,0WSJUE47g4OEpaMzL6svD7,4,love
0.506,0.388,5,-7.459,1,0.0275,0.728,0,0.149,0.176,117.536,66l54YRkk0mU2ECTdxJGqS,4,love
0.293,0.143,6,-16.739,1,0.0351,0.951,0.0226,0.106,0.141,161.731,29Ym1MRlru8wWI7CS6v05B,3,love
0.747,0.577,9,-9.082,0,0.208,0.0377,0,0.116,0.687,130.065,4ui5Hqz3BHuPFRDCSe05D7,4,love
0.664,0.779,1,-6.589,0,0.0325,0.0347,1.88e-06,0.333,0.676,117.996,7BrxbrNS1NcXlCGY8u8SQ0,4,love
0.775,0.652,4,-7.881,0,0.0583,0.149,0.18,0.0458,0.671,137.866,155vJ1VsYZ87Gldi1gNss8,4,love
0.726,0.484,2,-6.707,0,0.0477,0.274,2.44e-06,0.0874,0.561,62.493,0TGTE9TEh9qzuFwmtRNICn,4,love
0.433,0.378,7,-11.356,0,0.0379,0.761,0,0.201,0.226,127.594,7xrbYg9ZsAn0B2noNVauHR,4,love
0.681,0.593,5,-9.327,1,0.0251,0.435,0.000117,0.106,0.731,115.058,7hR5toSPEgwFZ78jfHdANM,4,love
0.683,0.45,10,-11.049,1,0.0319,0.628,0,0.0811,0.31,120.027,2Xc8yEoFXNdjE9tqb6myCI,4,love
0.736,0.123,1,-20.802,1,0.0441,0.201,0.00325,0.0777,0.253,130.054,4xC2xx4LnlRZpgClBSYYw3,4,love
0.783,0.454,4,-8.251,1,0.0489,0.456,0,0.155,0.711,111.577,4VWbPQUPvLes814r6T11Jz,4,love
0.484,0.12,9,-16.671,1,0.0603,0.981,0.941,0.0872,0.157,103.441,2JKDurABPaXpPeyS8gqzCt,4,love
0.278,0.331,3,-11.533,1,0.0299,0.806,0.904,0.108,0.156,121.763,6HKKKHC8yLoE2EbNiaZ8hH,4,love
0.541,0.437,2,-11.874,1,0.0288,0.000196,0.318,0.148,0.127,110.162,3yvlcIteooc31cPjyWPTw1,4,love
0.738,0.799,0,-6.663,1,0.0334,0.319,4.89e-06,0.31,0.794,123.011,1EjxJHY9A6LMOlvyZdwDly,4,love
0.668,0.799,7,-6.815,1,0.0494,0.146,4.64e-05,0.099,0.444,139.903,0sdmL5wJS5QTqSDKyYdjtr,4,love
0.26,0.331,4,-13.934,0,0.0324,0.653,0,0.191,0.431,85.963,422kCwhe9nDgNDcYHdmsEl,4,love
0.655,0.351,7,-7.628,0,0.153,0.73,0.000176,0.291,0.316,141.689,7mvma3mO5hSyhVbJDXxtFz,4,love
0.733,0.533,4,-6.971,1,0.0357,0.49,0,0.171,0.483,104.506,4eQBL0cuF3ismYCzBff2Ii,4,love
0.666,0.784,9,-7.49,0,0.0347,0.00177,0.0736,0.237,0.217,128.016,2NXtvtD3l4sEHnMP650cpd,4,love
0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,2TIlqbIneP0ZY1O0EzYLlc,4,love
0.456,0.635,11,-5.731,1,0.0573,0.245,0,0.194,0.293,170.652,29YBihzQOmat0U74k4ukdx,4,love
0.688,0.403,5,-10.402,0,0.305,0.711,0,0.0908,0.225,124.871,4dFd9I7wVuNJuFaU1De0Hn,4,love
0.907,0.647,1,-5.884,0,0.0382,0.155,0.000291,0.305,0.871,135.06,6OXuPBJvkktBQ5I0B3wLgR,4,love
0.47,0.0943,0,-18.749,1,0.0296,0.858,0.00167,0.0899,0.209,68.235,1ULuglVRXbgfd5LlzSkegz,4,love
0.462,0.669,5,-4.19,1,0.0654,0.516,0,0.119,0.559,175.836,4N0I8lmbLPmH8qdlFIjuOU,3,love
0.671,0.248,10,-12.177,1,0.0322,0.797,9.9e-06,0.124,0.214,120.093,1R9J6Lscr2ijqarEAAVNqx,4,love
0.536,0.185,2,-16.209,0,0.0349,0.918,7.14e-05,0.372,0.246,143.969,6j0wJaEnEIHoJoqycUJtZb,4,love
0.497,0.843,9,-6.645,0,0.0279,0.0017,0.266,0.196,0.892,112.934,2nlao5QRTmx5O2wpTeS2A0,4,love
0.826,0.707,2,-4.775,0,0.0385,0.174,0,0.282,0.531,126.011,57d0Lp2QxoP6myHm5n2RbR,4,love
0.0636,0.0344,1,-29.329,1,0.0503,0.918,0.484,0.0941,0.0353,65.937,2fMn5KBVhGlBQZTGrSBeZ7,5,love
0.571,0.232,10,-11.309,1,0.0699,0.604,0.000246,0.119,0.207,128.785,2yOm4lN7aTygtXanJFNFWU,4,love
0.871,0.423,5,-8.309,1,0.0327,0.4,0.082,0.0737,0.414,101.957,7fmKxMOdG1EkQTCD6RmAtl,4,love
0.641,0.614,7,-7.847,1,0.0532,0.0745,0,0.093,0.727,81.011,1qCLx3nX25NuhfPjM5E1qV,4,love
0.429,0.564,11,-6.784,1,0.0268,0.0193,0.000828,0.128,0.276,104.212,0KMGxYKeUzK9wc5DZCt3HT,4,love
0.791,0.723,0,-4.6,0,0.0291,0.0896,0.689,0.08,0.673,105.024,4eP3rdCj13SKeHqZfN27IS,4,love
0.658,0.752,8,-4.254,1,0.0263,0.0151,0,0.0632,0.966,107.989,158ERxdaPpcV23uj9EccXL,4,love
0.755,0.611,2,-8.128,1,0.0416,0.0965,1.57e-06,0.073,0.83,145.983,3WZfAD2BnvWL8HibexuWZ6,4,love
0.59,0.69,1,-6.977,0,0.0364,0.801,0.00296,0.477,0.294,110.013,54TwNxgRorpA9lsStXcv0k,4,love
0.483,0.677,0,-5.91,1,0.0593,0.283,0,0.321,0.842,170.72,7KmRz1oKEwgj9qpfn72OfO,4,love
0.376,0.373,7,-9.184,0,0.0305,0.827,0.832,0.15,0.111,116.074,0AQqrtK1pULuwZUXhwaaDz,4,love
0.688,0.688,3,-5.84,1,0.0357,0.3,0,0.0982,0.451,114.011,0WVAQaxrT0wsGEG4BCVSn2,4,love
0.643,0.925,0,-5.642,0,0.0377,0.0488,2.82e-05,0.159,0.616,121.969,3qBnc1nWty6LjPIjXuAigw,4,love
0.39,0.384,9,-7.252,1,0.039,0.748,0,0.08,0.154,96.132,2BnjU9TqIovk0IQ7jJaA4z,4,love
0.623,0.768,4,-4.786,0,0.0357,0.0838,4.49e-06,0.128,0.278,170.021,1t70kYPY3jcXh6Ulmiq3cc,4,love
0.693,0.201,1,-9.903,1,0.0288,0.9,0,0.112,0.679,100.836,7shVwhUdVbHpykOfbzvDc1,4,love
0.467,0.877,11,-4.553,0,0.047,0.134,0.000141,0.183,0.657,163.839,2W3HhJ8NajpQWB5QlrfanB,4,love
0.509,0.409,6,-16.321,1,0.0332,0.0327,1.83e-05,0.231,0.435,97.697,4T9wUQl9lmA3qa79PT4MfJ,4,love
0.407,0.589,2,-5.32,1,0.03,0.547,0,0.281,0.559,109.009,4ODWgs1CVAZKDbryEodjiz,4,love
0.573,0.429,2,-8.68,1,0.0294,0.597,8.18e-05,0.0839,0.361,139.097,5NoUgO4Kr93QymQGQlBC7b,4,love
0.46,0.179,3,-14.034,0,0.0346,0.951,0.216,0.132,0.241,93.271,7C7KLdwjjIvCWcxPwmgvaV,4,love
0.51,0.187,1,-12.12,1,0.0338,0.89,0,0.0897,0.369,87.782,3YToI74MpP1RN2b2VYlhMQ,4,love
0.638,0.433,3,-8.093,1,0.0483,0.867,0.000408,0.101,0.16,104.801,1JIJohWX0twBQoxgliDsTS,4,love
0.621,0.692,7,-5.837,0,0.0435,0.336,0.000458,0.0877,0.446,144.968,0cLS7FslBJgsuWwJNRnPWB,4,love
0.512,0.342,2,-10.042,1,0.0291,0.743,1.14e-06,0.207,0.361,130.757,4XF1aEPrIQjbZFM3cZhENu,4,love
0.555,0.21,3,-12.335,1,0.0316,0.916,1.09e-06,0.115,0.513,111.65,2xierqeEyEkSJL9WKInBR5,4,love
0.433,0.307,0,-8.796,1,0.0327,0.65,0,0.0635,0.378,178.114,5V7mTIcXVU9k2JNu0mE6vy,4,love
0.638,0.524,9,-6.176,1,0.0274,0.611,0,0.119,0.351,119.844,6kOX6RoDSwPk4fZgeQq5eF,4,love
0.437,0.202,0,-12.311,1,0.0306,0.829,3.15e-06,0.123,0.275,70.122,76UAKQQF3AylDr39Sm9uY6,4,love
0.636,0.256,3,-12.127,1,0.0353,0.89,0.00414,0.117,0.274,104.921,6EaTwxekBZbk9SuKmmqQzm,4,love
0.743,0.796,4,-5.484,1,0.066,0.165,0,0.111,0.809,95.0,21Qw57dYmAv9baqcnWQNlZ,4,love
0.358,0.557,10,-7.398,1,0.059,0.695,0,0.0902,0.494,85.043,5uCax9HTNlzGybIStD3vDh,4,love
0.555,0.377,1,-9.123,1,0.0295,0.671,0,0.128,0.619,78.986,0QGwOFQChzflLAmPq5NwKo,4,love
0.543,0.793,0,-5.905,1,0.0403,0.225,0.000114,0.363,0.553,140.06,4YZFC2igC3mzuktFHSF9mY,4,love
0.336,0.221,0,-14.078,1,0.0356,0.84,2.18e-06,0.941,0.0926,81.957,1ZBD7kEuQpm328Y8xQu797,3,love
0.651,0.402,11,-9.303,1,0.0281,0.639,8.09e-05,0.0764,0.256,119.878,3AoeaZs8dFemFJr3JdzOL0,4,love
0.939,0.65,9,-8.282,0,0.0615,0.00557,0,0.0429,0.968,134.727,7GQumyB48MXYwHpqVJj8f3,4,love
0.391,0.571,11,-7.114,1,0.0341,0.0512,0.000739,0.244,0.228,144.678,5zpYTfWIuNXCFblRIescG1,4,love
0.537,0.543,4,-9.504,0,0.181,0.848,0,0.659,0.715,113.984,42N2kVHg4caj0rWmYK86Xt,4,love
0.445,0.771,0,-4.607,1,0.0501,0.133,0,0.273,0.448,147.913,4m1lB7qJ78VPYsQy7RoBcU,4,love
0.498,0.251,9,-13.734,0,0.0299,0.212,1.59e-05,0.107,0.419,93.546,4E0lSJ6c5unoku9UIZoJSl,4,love
0.775,0.852,7,-3.025,0,0.0478,0.0955,0.287,0.263,0.437,126.032,4pcd9jDTgmniC23llVeRvr,4,love
0.553,0.614,1,-5.098,1,0.0306,0.764,0,0.0811,0.345,136.628,0vB4Vd6PtkJSEnWsmqATnZ,4,love
0.87,0.266,10,-15.559,1,0.264,0.0887,0.0217,0.0709,0.929,76.37,069XwdkglfN94CvwUZvBxv,4,love
0.747,0.908,10,-6.366,0,0.0684,0.108,4.14e-05,0.107,0.749,110.04,12OqiWz6ZIc6f8F23ydqUb,4,love
0.526,0.762,0,-12.437,0,0.0342,0.000972,0.000116,0.338,0.505,136.203,263aNAQCeFSWipk896byo6,4,love
0.692,0.809,2,-4.198,1,0.0602,0.524,0,0.147,0.864,123.911,6LsAAHotRLMOHfCsSfYCsz,4,love
0.51,0.458,10,-7.566,1,0.0289,0.551,0,0.0853,0.177,123.694,43yI1QeWjNMREDMQkz6MXM,4,love
0.568,0.141,0,-11.047,1,0.0279,0.941,8.95e-06,0.114,0.385,97.932,0ktzZsjUvUCYTW7PMsXDi3,4,love
0.608,0.643,7,-5.425,1,0.031,0.247,0,0.126,0.169,88.037,7F963DFBJMdShlFKeIdmyH,4,love
0.593,0.816,7,-6.461,1,0.0421,0.0048,0.00121,0.0939,0.378,115.029,4zgO1SgXOeFmr6Hno9DLs4,4,love
0.632,0.557,9,-9.936,0,0.0276,0.208,0.067,0.109,0.296,119.038,7JPI74cPCGkZZyCWeMAR9o,4,love
0.788,0.331,0,-8.051,1,0.0372,0.694,4.17e-05,0.241,0.555,110.093,1htiUQaHsfDc8JWk12wP9D,4,love
0.592,0.256,4,-14.031,0,0.0449,0.842,2.38e-06,0.088,0.103,76.361,1NyFRrFiJAJIaR6icj1goI,4,love
0.458,0.129,9,-10.252,1,0.0392,0.929,8.62e-06,0.108,0.338,142.061,3DJnEQEg63ugguoHC3nXBk,4,love
0.681,0.469,2,-10.803,0,0.0366,0.161,0.403,0.108,0.0373,130.022,6qcuRcbz8DCLG6nG4or8Uo,4,love
0.501,0.378,4,-9.37,1,0.029,0.735,0,0.119,0.178,119.987,4FCb4CUbFCMNRkI6lYc1zI,4,love
0.585,0.657,7,-4.245,1,0.0365,0.628,1.27e-05,0.165,0.436,151.953,769mRD2opGFL5s5sbXqRlC,4,love
0.584,0.759,4,-7.876,0,0.0329,0.136,0,0.0933,0.467,122.041,5qszstsrfmZSt01cEGX5o4,4,love
0.402,0.509,5,-9.392,1,0.0324,0.68,0,0.823,0.326,81.509,7zAgg3PU31pQAnzEY9dJPr,4,love
0.397,0.264,4,-11.396,1,0.029,0.784,0.176,0.113,0.0857,90.771,1TDKNDMFsFCWJneWAmjLRm,4,love
0.812,0.525,8,-6.968,1,0.0317,0.533,0,0.0579,0.826,106.931,1GSJcqJJByUb7EIpz345u6,4,love
0.175,0.0641,5,-20.039,0,0.0382,0.942,0.85,0.0649,0.103,66.245,65wDjaVcrCCtlbqzP4xtzS,3,love
0.609,0.436,8,-11.99,1,0.146,0.449,0.00677,0.121,0.921,175.244,389R9arpxdfl0JA450Qn9m,4,love
0.389,0.28,0,-13.69,1,0.032,0.616,0.0004,0.141,0.37,99.023,3OLgj7bl7pP91kFZDAMWMw,4,love
0.617,0.83,6,-6.29,1,0.0292,0.16,0.000731,0.111,0.7,122.921,22xPAgVXgSTN1Nlv8ZbIx4,4,love
0.449,0.589,2,-9.848,1,0.0748,0.335,1.29e-05,0.2,0.578,160.884,2cCtyPE0ZgoW9qWcI8YUvU,4,love
0.593,0.289,4,-11.049,1,0.0259,0.568,0.000829,0.0928,0.733,77.119,5EBoNoVE7BoGQ7Hfd2uGUR,4,love
0.512,0.363,8,-12.404,1,0.0261,0.552,0.726,0.265,0.319,167.872,2xWf8q6UjVDV74Lzr9IQ6X,4,love
0.703,0.668,5,-6.94,0,0.0735,0.269,0,0.205,0.805,96.006,6wowJH34WkFVTPPsmVVMRI,4,love
0.696,0.308,8,-8.956,1,0.0557,0.508,0,0.142,0.564,138.425,0AvygKcKeMyZlFmDzbqcYK,4,love
0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,1ZA8L9IOkRhmmz4nPXXx7h,4,love
0.35,0.371,11,-10.538,0,0.0319,0.219,0,0.151,0.21,131.603,4V3AGIIQeJoBUPaTCLiscB,4,love
0.591,0.835,9,-3.149,1,0.0371,0.0265,2.4e-06,0.0944,0.64,123.982,3h6o86y22SoLnFbqIcW48N,4,love
0.791,0.782,7,-4.973,1,0.0289,0.143,3.7e-06,0.107,0.635,115.992,2JBs412fpVUuzIaIp3CyIs,4,love
0.783,0.762,2,-4.988,1,0.0325,0.528,0.232,0.0969,0.889,125.018,4y10P06aOJBnBzfJczW5z5,4,love
0.259,0.471,2,-6.929,0,0.0303,0.565,0.0194,0.242,0.0899,138.025,7tRz2qqm4l0eZBq0Kq5TJY,3,love
0.361,0.379,8,-7.238,1,0.0282,0.546,0,0.152,0.393,137.741,0qb4XjVxUKGLhAxVw17Bsu,4,love
0.653,0.378,5,-8.273,1,0.0533,0.658,0,0.177,0.54,91.835,0mel2N9Ws9r4yLQn5QE21Y,4,love
0.569,0.189,2,-13.996,1,0.0618,0.708,0,0.0644,0.734,77.308,5CsL8xv6nDbpchuuehskBy,4,love
0.378,0.113,10,-17.41,1,0.0523,0.989,0.000562,0.149,0.163,63.568,6MBVLMhKlTUgJAtcbsNc8x,4,love
0.67,0.637,4,-5.275,0,0.0445,0.0543,0,0.356,0.301,134.056,2pWZZZGURB0k1R38CP8ouq,3,love
0.468,0.716,0,-4.854,1,0.0499,0.0514,0.0952,0.0766,0.375,108.115,3dvvQrTIzBbPh5egjpSs1n,4,love
0.277,0.394,8,-8.903,1,0.0336,0.423,0,0.0952,0.227,86.777,0Gl5s8IhMmQE5YQwM8Qx1J,3,love
0.34,0.412,9,-13.727,0,0.0268,0.0596,0,0.117,0.402,69.857,0GIOPJKTSxagq3rq07Ch3U,4,love
0.664,0.396,5,-9.131,0,0.0298,0.52,0,0.268,0.453,102.053,2uZwyxrg6VPvlVsvclIfel,4,love
0.776,0.851,5,-4.304,0,0.0338,0.181,1.06e-06,0.309,0.901,134.985,6DPdMLNGI66ALjWGhYgfRs,4,love
0.587,0.493,8,-8.368,1,0.0296,0.63,0,0.224,0.21,131.727,0z5E34e7ZT3XKMYQNXh6tH,3,love
0.671,0.505,7,-7.196,1,0.0408,0.658,0.0422,0.0612,0.151,117.796,4Bab7bMPFTqIPmpqv0k7K7,3,love
0.42,0.33,9,-13.925,1,0.0275,0.245,0.000679,0.0677,0.175,157.143,1LzNfuep1bnAUR9skqdHCK,3,love
0.509,0.538,7,-7.335,1,0.0572,0.385,0,0.104,0.244,75.089,7DFNE7NO0raLIUbgzY2rzm,4,love
0.304,0.0143,8,-30.75,1,0.0404,0.99,0.938,0.106,0.126,148.583,3Mb9IoWbfxU27yEdxAUEDp,5,love
0.704,0.459,11,-9.365,0,0.049,0.435,0.0591,0.0776,0.395,139.984,14pqO5S2mQ7Lw2Qjcyv4Fq,4,love
0.483,0.129,2,-24.051,0,0.0793,0.988,0.627,0.114,0.927,120.997,7fU4nXyrATeFtNvE1KY7tf,3,love
0.721,0.5,7,-5.045,1,0.0291,0.716,0,0.138,0.272,98.01,5o3r2FdUJQvGD5HwXzajuS,4,love
0.218,0.0528,0,-19.676,0,0.0424,0.965,0.000492,0.0986,0.0759,70.037,75ufjSlHcHcWBUbIrCHecp,3,love
0.675,0.71,1,-4.027,1,0.21,0.39,0,0.381,0.574,97.98,0tkmYNfaEaH9HpR59ApRtE,4,love
0.59,0.306,10,-16.326,1,0.0325,0.328,6.95e-06,0.0377,0.493,77.069,5tHbBxWjTxaQpL5SrT17Tz,4,love
0.719,0.532,0,-6.903,1,0.0753,0.29,0,0.108,0.655,132.006,7nAsBb127d2MAqVxcBEPC5,4,love
0.746,0.615,4,-7.124,0,0.0345,0.191,0,0.0861,0.512,120.049,21fXrzSxu2y51Yqf57QycI,4,love
0.624,0.558,6,-5.578,1,0.034,0.116,0.000288,0.11,0.238,129.701,486aIdnOmXE2chTId5LMAD,4,love
0.404,0.563,0,-8.538,1,0.0286,0.307,0.166,0.16,0.346,160.073,5uqQQhIvR1S7XiPbc3iWF5,4,love
0.335,0.0972,11,-20.642,1,0.0479,0.987,0.00017,0.0904,0.0397,125.425,2QRL3aEqAyKCc88yfoEq3g,3,love
0.675,0.647,2,-4.24,1,0.025,0.437,0,0.112,0.499,94.003,7eV3yrjYhBWYWgO0pVwnux,3,love
0.629,0.495,4,-9.058,1,0.026,0.0686,0,0.197,0.295,117.246,2xUbS8FxcZrvSVMHTz8UhC,4,love
0.354,0.472,5,-13.215,0,0.0464,0.449,0,0.28,0.541,96.026,70T6pMmFuEQ6u0EmLtY7GQ,4,love
